"age","job","housing","loan","duration","campaign"
0.753086419753086,0.239864864864865,0,0,0.233428222854819,0
0.111111111111111,0.296641791044776,0,0,0.0912972753151688,0
0.283950617283951,0.0747611366174463,1,0,0.193981293208621,0
0.209876543209877,0.13061863743148,0,1,0.0585603904026027,0.0161290322580645
0.469135802469136,0.153585271317829,0,0,0.0431069540463603,0.032258064516129
0.296296296296296,0.113084187585762,0,0,0.157381049206995,0.0161290322580645
0.234567901234568,0.113084187585762,1,0,0.0963806425376169,0
0.419753086419753,0.0747611366174463,1,0,0.0894672631150874,0.0161290322580645
0.419753086419753,0.13061863743148,0,0,0.060390402602684,0.0483870967741935
0.135802469135802,0.13061863743148,0,0,0.0994306628710858,0.0645161290322581
0.197530864197531,0.13061863743148,1,0,0.0473769825132168,0
0.777777777777778,0.239864864864865,1,0,0.0317202114680765,0
0.246913580246914,0.0747611366174463,1,0,0.122814152094347,0.0483870967741935
0.197530864197531,0.13061863743148,0,0,0.0750305002033347,0.032258064516129
0.209876543209877,0.13061863743148,1,0,0.0827572183814559,0.032258064516129
0.222222222222222,0.137096064101435,0,0,0.0762505083367222,0
0.135802469135802,0.13061863743148,1,0,0.0610004066693778,0
0.444444444444444,0.13061863743148,1,0,0.0618137454249695,0.0161290322580645
0.45679012345679,0.0855491329479769,0,0,0.377185847905653,0
0.419753086419753,0.13061863743148,1,1,0.0679137860919073,0.0161290322580645
0.209876543209877,0.13061863743148,1,0,0.0675071167141114,0.032258064516129
0.135802469135802,0.115825688073394,0,1,0.0640504270028467,0
0.135802469135802,0.0747611366174463,1,0,0.0793005286701911,0
0.345679012345679,0.0747611366174463,1,0,0.141520943472956,0.0161290322580645
0.160493827160494,0.153585271317829,0,0,0.0847905652704351,0
0.0864197530864197,0.296641791044776,1,0,0.0839772265148434,0
0.160493827160494,0.113084187585762,0,0,0.129727531516877,0.0483870967741935
0.407407407407407,0.0747611366174463,0,0,0.229768198454656,0.032258064516129
0.37037037037037,0.113084187585762,1,0,0.0370069133794225,0
0.246913580246914,0.0931134820562561,0,0,0.0585603904026027,0.0161290322580645
0.172839506172839,0.0855491329479769,0,0,0.0333468889792599,0
0.320987654320988,0.153585271317829,0,0,0.05490036600244,0.0161290322580645
0.111111111111111,0.137096064101435,0,0,0.145384302562017,0
0.111111111111111,0.13061863743148,0,0,0.0622204148027653,0
0.320987654320988,0.137096064101435,1,0,0.134810898739325,0
0.222222222222222,0.113084187585762,0,0,0.0719804798698658,0
0.382716049382716,0.13061863743148,0,0,0.215738104920699,0.0483870967741935
0.135802469135802,0.153585271317829,0,1,0.0530703538023587,0
0.259259259259259,0.13061863743148,0,0,0.0256201708011387,0
0.111111111111111,0.13061863743148,0,0,0.178527856852379,0.0161290322580645
0.160493827160494,0.13061863743148,0,0,0.0636437576250508,0.032258064516129
0.197530864197531,0.0747611366174463,1,0,0.041276941846279,0.0483870967741935
0.234567901234568,0.13061863743148,1,0,0.0296868645790972,0.0161290322580645
0.580246913580247,0.239864864864865,0,0,0.142334282228548,0.0161290322580645
0.185185185185185,0.0747611366174463,0,0,0.0502236681577877,0
0.567901234567901,0.239864864864865,1,0,0.0195201301342009,0
0.246913580246914,0.13061863743148,1,0,0.0898739324928833,0
0.222222222222222,0.137096064101435,1,1,0.0884505896705978,0
0.259259259259259,0.13061863743148,0,0,0.093533956893046,0.0483870967741935
0.0864197530864197,0.115825688073394,0,1,0.0695404636030907,0.0161290322580645
0.666666666666667,0.239864864864865,0,0,0.113664091093941,0
0.407407407407407,0.0931134820562561,0,0,0.150671004473363,0.0483870967741935
0.160493827160494,0.13061863743148,1,1,0.177714518096787,0.0161290322580645
0.172839506172839,0.113084187585762,0,1,0.09902399349329,0
0.209876543209877,0.137096064101435,1,0,0.170394469296462,0.032258064516129
0.135802469135802,0.113084187585762,1,0,0.203741358275722,0.032258064516129
0.197530864197531,0.137096064101435,0,0,0.492069947132981,0.032258064516129
0.259259259259259,0.0865154290545301,0,0,0.174257828385523,0.0161290322580645
0.481481481481481,0.239864864864865,0,0,0.128914192761285,0.032258064516129
0.197530864197531,0.115825688073394,1,0,0.0538836925579504,0.0161290322580645
0.320987654320988,0.13061863743148,1,0,0.170191134607564,0.0161290322580645
0.135802469135802,0.137096064101435,1,0,0.141317608784059,0
0.222222222222222,0.13061863743148,1,0,0.161447742984953,0
0.197530864197531,0.13061863743148,1,0,0.10492069947133,0
0.802469135802469,0.239864864864865,1,1,0.0254168361122407,0.0161290322580645
0.395061728395062,0.113084187585762,1,0,0.0479869865799105,0.0483870967741935
0.111111111111111,0.296641791044776,1,0,0.0453436356242375,0.032258064516129
0.271604938271605,0.13061863743148,0,1,0.0762505083367222,0.032258064516129
0.222222222222222,0.113084187585762,0,0,0.0685237901586011,0.0161290322580645
0.185185185185185,0.113084187585762,0,1,0.222041480276535,0.0483870967741935
0.209876543209877,0.13061863743148,0,0,0.0660837738918259,0.0161290322580645
0.197530864197531,0.0855491329479769,0,0,0.129524196827979,0.0483870967741935
0.222222222222222,0.0865154290545301,1,0,0.146807645384303,0.0161290322580645
0.358024691358025,0.13061863743148,0,0,0.0565270435136234,0
